,city,state,stores
10110,boykins,va,1
10111,bracey,va,1
10112,bristol,va,6
10113,broadway,va,2
10114,brodnax,va,1
10115,brookneal,va,1
10116,buchanan,va,1
10117,buena-vista,va,1
10118,bumpass,va,1
10119,burgess,va,1
10120,burkeville,va,1
10121,callao,va,1
10122,cana,va,1
10123,cape-charles,va,1
10124,capron,va,1
10125,carrollton,va,1
10126,cascade,va,1
10127,castlewood,va,1
10128,catlett,va,1
10129,cedar-bluff,va,1
10130,charles-city,va,1
10131,charlotte-court-hous,va,1
10132,chase-city,va,1
10133,chatham,va,2
10134,chesapeake,va,6
10135,chester,va,2
10136,chesterfield,va,1
10137,chilhowie,va,1
10138,chincoteague,va,1
10139,christiansburg,va,2
10140,clarksville,va,3
10141,clear-brook,va,1
10142,clifton-forge,va,1
10143,clintwood,va,1
10144,coeburn,va,1
10145,collinsville,va,1
10146,colonial-beach,va,2
10147,colonial-heights,va,1
10148,concord,va,1
10149,copper-hill,va,1
10150,courtland,va,1
10151,covington,va,1
10152,craigsville,va,1
10153,crewe,va,1
10154,crimora,va,1
10155,crozet,va,1
10156,culpeper,va,1
10157,cumberland,va,2
10158,damascus,va,1
10159,danville,va,10
10160,deltaville,va,1
10161,dillwyn,va,1
10162,dinwiddie,va,1
10163,disputanta,va,1
10164,drakes-branch,va,1
10165,dryden,va,1
10166,dublin,va,1
10167,duffield,va,1
10168,dumfries,va,1
10169,dungannon,va,1
10170,eastville,va,1
10171,edinburg,va,1
10172,elkton,va,1
10173,elliston,va,1
10174,emporia,va,2
10175,ettrick,va,1
10176,ewing,va,2
10177,exmore,va,1
10178,fancy-gap,va,1
10179,farmville,va,1
10180,farnham,va,1
10181,ferrum,va,1
10182,fieldale,va,1
10183,fincastle,va,1
10184,fishersville,va,1
10185,floyd,va,1
10186,forest,va,3
10187,fork-union,va,1
10188,franklin,va,1
10189,fredericksburg,va,5
10190,fries,va,1
10191,front-royal,va,1
10192,galax,va,2
10193,gasburg,va,1
10194,gate-city,va,2
10195,glade-spring,va,2
10196,glasgow,va,1
10197,glen-allen,va,1
10198,gloucester,va,2
10199,goshen,va,1
10200,grafton,va,1
10201,green-bay,va,1
10202,greenville,va,1
10203,gretna,va,1
10204,grottoes,va,1
10205,grundy,va,1
10206,gum-spring,va,1
10207,halifax,va,2
10208,hampton,va,5
10209,hanover,va,1
10210,harrisonburg,va,2
10211,hartfield,va,1
10212,hayes,va,1
10213,haynesville,va,1
10214,haysi,va,1
10215,heathsville,va,1
10216,henrico,va,1
10217,highland-springs,va,1
10218,hillsville,va,2
10219,honaker,va,1
10220,hopewell,va,3
10221,hot-springs,va,1
10222,huddleston,va,1
10223,hudgins,va,1
10224,hurley,va,1
10225,hurt,va,1
10226,independence,va,1
10227,ivanhoe,va,1
10228,ivor,va,1
10229,jarratt,va,1
10230,jetersville,va,1
10231,jonesville,va,2
10232,kenbridge,va,1
10233,keysville,va,1
10234,king-george,va,2
10235,king-william,va,2
10236,kinsale,va,1
10237,laurel-fork,va,1
10238,lawrenceville,va,1
10239,lebanon,va,1
10240,lexington,va,1
10241,lively,va,1
10242,locust-grove,va,2
10243,louisa,va,3
10244,lovingston,va,1
10245,luray,va,2
10246,lynchburg,va,5
10247,madison,va,1
10248,madison-heights,va,2
10249,manakin-sabot,va,1
10250,manassas,va,1
10251,mappsville,va,1
10252,marion,va,3
10253,martinsville,va,4
10254,mathews,va,1
10255,mcgaheysville,va,1
10256,mckenney,va,1
10257,meadowview,va,1
10258,mechanicsville,va,4
10259,middletown,va,1
10260,mineral,va,3
10261,moneta,va,3
10262,monroe,va,1
10263,monterey,va,1
10264,montpelier,va,1
10265,montross,va,1
10266,montvale,va,1
10267,mount-jackson,va,1
10268,narrows,va,1
10269,nathalie,va,1
10270,nellysford,va,1
10271,new-canton,va,1
10272,new-market,va,1
10273,newport-news,va,6
10274,nickelsville,va,1
10275,nokesville,va,1
10276,norfolk,va,9
10277,north-dinwiddie,va,1
10278,north-prince-george,va,1
10279,north-tazewell,va,3
10280,norton,va,2
10281,oak-hall,va,1
10282,oakwood,va,1
10283,onley,va,1
10284,orange,va,2
10285,painter,va,1
10286,palmyra,va,1
10287,pamplin,va,1
10288,parksley,va,1
10289,pearisburg,va,1
10290,pembroke,va,1
10291,pennington-gap,va,2
10292,petersburg,va,4
10293,phenix,va,1
10294,piney-river,va,1
10295,pocahontas,va,1
10296,poquoson,va,1
10297,portsmouth,va,8
10298,pound,va,1
10299,powhatan,va,1
10300,prince-george,va,1
10301,prospect,va,1
10302,pulaski,va,2
10303,quinton,va,2
10304,radford,va,3
10305,raven,va,1
10306,red-house,va,1
10307,rice,va,1
10308,rich-creek,va,1
10309,richlands,va,2
10310,richmond,va,17
10311,ridgeway,va,2
10312,riner,va,1
10313,ringgold,va,2
10314,roanoke,va,8
10315,rocky-mount,va,4
10316,rose-hill,va,1
10317,rosedale,va,1
10318,rural-retreat,va,1
10319,rustburg,va,2
10320,ruther-glen,va,1
10321,saint-paul,va,1
10322,salem,va,1
10323,saltville,va,1
10324,saluda,va,1
10325,sandston,va,1
10326,saxe,va,1
10327,scottsburg,va,1
10328,scottsville,va,1
10329,shacklefords,va,1
10330,shawsville,va,1
10331,shenandoah,va,1
10332,smithfield,va,3
10333,south-boston,va,4
10334,south-hill,va,2
10335,south-prince-george,va,2
10336,speedwell,va,1
10337,spencer,va,1
10338,spotsylvania,va,2
10339,spring-grove,va,1
10340,stafford,va,2
10341,stanardsville,va,1
10342,stanley,va,1
10343,stanleytown,va,1
10344,staunton,va,4
10345,stephens-city,va,1
10346,strasburg,va,1
10347,stuart,va,1
10348,stuarts-draft,va,1
10349,suffolk,va,5
10350,sugar-grove,va,1
10351,surry,va,1
10352,sutherland,va,1
10353,tappahannock,va,1
10354,toms-brook,va,1
10355,troutville,va,2
10356,union-hall,va,1
10357,unionville,va,1
