,city,state,stores
5558,warsaw,mo,2
5559,washburn,mo,1
5560,washington,mo,2
5561,waverly,mo,1
5562,wayland,mo,1
5563,waynesville,mo,3
5564,weaubleau,mo,1
5565,webb-city,mo,2
5566,wellsville,mo,1
5567,wentzville,mo,3
5568,west-plains,mo,4
5569,weston,mo,1
5570,westphalia,mo,1
5571,wheatland,mo,1
5572,willard,mo,2
5573,willow-springs,mo,1
5574,windsor,mo,1
5575,winfield,mo,1
5576,winona,mo,1
5577,woods-heights,mo,1
5578,wright-city,mo,1
5579,zalma,mo,1
5580,columbia-falls,mt,0
5581,eureka,mt,0
5582,thompson-falls,mt,1
5583,adams,ne,1
5584,ainsworth,ne,1
5585,albion,ne,1
5586,alliance,ne,2
5587,alma,ne,1
5588,arapahoe,ne,1
5589,ashland,ne,1
5590,atkinson,ne,1
5591,auburn,ne,1
5592,aurora,ne,2
5593,bassett,ne,1
5594,battle-creek,ne,1
5595,bayard,ne,1
5596,beatrice,ne,1
5597,bellevue,ne,2
5598,benkelman,ne,1
5599,blair,ne,1
5600,bloomfield,ne,1
5601,blue-hill,ne,1
5602,bridgeport,ne,1
5603,broken-bow,ne,2
5604,burwell,ne,1
5605,cambridge,ne,1
5606,central-city,ne,1
5607,chadron,ne,1
5608,chappell,ne,1
5609,clay-center,ne,1
5610,columbus,ne,2
5611,cozad,ne,1
5612,crawford,ne,1
5613,creighton,ne,1
5614,crete,ne,1
5615,dakota-city,ne,1
5616,doniphan,ne,1
5617,eagle,ne,1
5618,elm-creek,ne,1
5619,elwood,ne,1
5620,fairbury,ne,1
5621,falls-city,ne,1
5622,franklin,ne,1
5623,fremont,ne,2
5624,friend,ne,2
5625,fullerton,ne,1
5626,geneva,ne,1
5627,genoa,ne,1
5628,gering,ne,1
5629,gibbon,ne,1
5630,gordon,ne,1
5631,gothenburg,ne,1
5632,grand-island,ne,1
5633,grant,ne,1
5634,gretna,ne,1
5635,hartington,ne,1
5636,hastings,ne,2
5637,hebron,ne,1
5638,hickman,ne,1
5639,holdrege,ne,1
5640,hooper,ne,1
5641,humboldt,ne,1
5642,humphrey,ne,1
5643,imperial,ne,1
5644,juniata,ne,1
5645,kearney,ne,2
5646,kimball,ne,2
5647,laurel,ne,1
5648,lexington,ne,1
5649,lincoln,ne,4
5650,loup-city,ne,1
5651,madison,ne,1
5652,mccook,ne,1
5653,milford,ne,1
5654,minatare,ne,1
5655,minden,ne,1
5656,mitchell,ne,1
5657,morrill,ne,1
5658,nebraska-city,ne,1
5659,neligh,ne,1
5660,norfolk,ne,4
5661,north-bend,ne,1
5662,north-platte,ne,1
5663,oakland,ne,1
5664,ogallala,ne,1
5665,omaha,ne,10
5666,oneill,ne,1
5667,ord,ne,1
5668,osceola,ne,1
5669,pawnee-city,ne,1
5670,pierce,ne,1
5671,plattsmouth,ne,1
5672,ravenna,ne,1
5673,red-cloud,ne,1
5674,rushville,ne,1
5675,saint-paul,ne,1
5676,schuyler,ne,1
5677,scottsbluff,ne,2
5678,seward,ne,1
5679,sidney,ne,1
5680,south-sioux-city,ne,1
5681,spencer,ne,1
5682,springfield,ne,1
5683,stanton,ne,1
5684,superior,ne,1
5685,sutherland,ne,1
5686,sutton,ne,1
5687,syracuse,ne,1
5688,tecumseh,ne,1
5689,tekamah,ne,1
5690,thedford,ne,1
5691,trenton,ne,1
5692,valentine,ne,1
5693,valley,ne,1
5694,wahoo,ne,1
5695,wakefield,ne,1
5696,wayne,ne,2
5697,weeping-water,ne,1
5698,west-point,ne,1
5699,whiteclay,ne,1
5700,wilber,ne,1
5701,winnebago,ne,1
5702,wisner,ne,1
5703,wood-river,ne,1
5704,wymore,ne,1
5705,york,ne,1
5706,yutan,ne,1
5707,apache-junction,nv,0
5708,buckeye,nv,0
5709,carson-city,nv,2
5710,casa-grande,nv,0
5711,chandler,nv,0
5712,dayton,nv,13
5713,gardnerville,nv,5
5714,hawthorne,nv,2
5715,henderson,nv,0
5716,huachuca-city,nv,0
5717,kingman,nv,0
5718,las-vegas,nv,9
5719,mammoth,nv,0
5720,mesa,nv,0
5721,mesquite,nv,2
5722,north-las-vegas,nv,3
5723,overgaard,nv,0
5724,pahrump,nv,2
5725,prescott,nv,0
5726,reno,nv,1
5727,safford,nv,0
5728,silver-springs,nv,2
5729,sun-valley,nv,2
5730,tucson,nv,0
5731,washoe-valley,nv,1
5732,yerington,nv,2
5733,yuma,nv,0
5734,alton,nh,1
5735,ashland,nh,1
5736,barnstead,nh,1
5737,belmont,nh,1
5738,bennington,nh,1
5739,bethlehem,nh,1
5740,boscawen,nh,1
5741,bristol,nh,1
5742,campton,nh,1
5743,canaan,nh,1
5744,center-ossipee,nh,1
5745,charlestown,nh,1
5746,concord,nh,1
5747,derry,nh,1
5748,epsom,nh,1
5749,gorham,nh,1
5750,greenville,nh,1
5751,henniker,nh,1
5752,hillsboro,nh,1
5753,hudson,nh,1
5754,jaffrey,nh,1
5755,lancaster,nh,1
5756,lee,nh,1
5757,lisbon,nh,1
5758,loudon,nh,1
5759,merrimack,nh,1
5760,milford,nh,1
5761,milton,nh,1
5762,moultonborough,nh,1
5763,nashua,nh,1
5764,new-ipswich,nh,1
5765,newport,nh,1
5766,north-haverhill,nh,1
5767,northumberland,nh,1
5768,peterborough,nh,1
5769,raymond,nh,1
5770,sunapee,nh,1
5771,suncook,nh,1
5772,swanzey,nh,1
5773,tamworth,nh,1
5774,tilton,nh,1
5775,troy,nh,1
5776,walpole,nh,1
5777,weare,nh,1
5778,wentworth,nh,1
5779,whitefield,nh,1
5780,absecon,nj,2
5781,atco,nj,1
5782,atlantic-city,nj,2
5783,barnegat,nj,1
5784,bayville,nj,2
5785,bellmawr,nj,1
5786,belmar,nj,1
5787,bergenfield,nj,1
5788,berlin,nj,3
5789,blackwood,nj,1
5790,blairstown,nj,1
5791,bloomfield,nj,1
5792,bloomingdale,nj,1
5793,bound-brook,nj,1
5794,brick,nj,1
5795,bridgeton,nj,3
5796,buena,nj,1
5797,burlington,nj,3
5798,camden,nj,3
5799,cape-may-court-house,nj,1
5800,cedarville,nj,1
5801,cherry-hill,nj,1
5802,clayton,nj,1
5803,clementon,nj,3
5804,clifton,nj,2
5805,colonia,nj,1
5806,cranford,nj,1
5807,cream-ridge,nj,0
5808,delran,nj,1
5809,east-orange,nj,1
5810,eatontown,nj,1
5811,egg-harbor-city,nj,2
5812,egg-harbor-township,nj,4
5813,elizabeth,nj,4
5814,elmer,nj,1
5815,elwood,nj,1
5816,ewing,nj,2
5817,farmingdale,nj,1
5818,folsom,nj,1
5819,forked-river,nj,1
5820,franklin-park,nj,1
5821,franklinville,nj,1
5822,galloway,nj,2
5823,garfield,nj,1
5824,gibbstown,nj,1
5825,glassboro,nj,1
5826,gloucester-city,nj,1
5827,hackensack,nj,0
5828,hackettstown,nj,1
5829,hamilton,nj,1
5830,hamilton-township,nj,1
5831,hewitt,nj,1
5832,hillside,nj,1
5833,howell,nj,1
5834,irvington,nj,3
5835,jackson,nj,2
5836,keansburg,nj,1
5837,keyport,nj,1
5838,lakehurst,nj,1
5839,lakewood,nj,1
5840,lambertville,nj,1
5841,lawrenceville,nj,1
5842,linden,nj,1
5843,little-egg-harbor,nj,1
5844,magnolia,nj,1
5845,malaga,nj,1
5846,manchester,nj,1
5847,manchester-township,nj,1
5848,mantua,nj,2
5849,maplewood,nj,1
5850,marmora,nj,1
5851,mays-landing,nj,1
5852,middlesex,nj,1
5853,millville,nj,5
5854,milmay,nj,1
5855,montague,nj,1
5856,moorestown,nj,1
5857,mount-holly,nj,1
5858,mullica-hill,nj,1
5859,national-park,nj,1
5860,neptune-city,nj,1
5861,newark,nj,5
5862,newfield,nj,1
5863,newton,nj,1
5864,north-arlington,nj,1
5865,north-cape-may,nj,1
5866,oaklyn,nj,1
5867,ocean,nj,1
5868,ocean-twp,nj,1
5869,ocean-view,nj,1
5870,orange,nj,1
5871,passaic,nj,1
5872,paterson,nj,2
5873,paulsboro,nj,1
5874,pemberton,nj,1
5875,penns-grove,nj,1
5876,pennsauken,nj,3
5877,pennsville,nj,1
5878,perth-amboy,nj,1
5879,pine-hill,nj,1
5880,pittsgrove-township,nj,1
5881,plainfield,nj,1
5882,pleasantville,nj,2
5883,point-pleasant,nj,1
5884,port-elizabeth,nj,1
5885,ringwood,nj,1
5886,rockaway,nj,1
5887,roselle,nj,1
5888,runnemede,nj,1
5889,saddle-brook,nj,1
5890,salem,nj,1
5891,sewell,nj,1
5892,ship-bottom,nj,1
5893,sicklerville,nj,2
5894,somers-point,nj,1
5895,south-plainfield,nj,1
5896,stanhope,nj,1
5897,stratford,nj,1
5898,swainton,nj,1
5899,toms-river,nj,2
5900,trenton,nj,5
5901,tuckerton,nj,1
5902,union-city,nj,2
5903,ventnor-city,nj,1
5904,vernon,nj,1
5905,vincentown,nj,1
5906,vineland,nj,6
5907,wantage,nj,1
5908,washington,nj,1
5909,waterford-works,nj,1
5910,wenonah,nj,1
5911,west-long-branch,nj,1
5912,westville,nj,1
5913,whiting,nj,2
5914,wildwood,nj,1
5915,williamstown,nj,1
5916,willingboro,nj,1
5917,woodbine,nj,1
5918,woodbury,nj,1
5919,woodstown,nj,1
5920,wrightstown,nj,2
5921,alamogordo,nm,6
5922,albuquerque,nm,8
5923,alcalde,nm,1
5924,angel-fire,nm,1
5925,artesia,nm,2
5926,aztec,nm,2
5927,belen,nm,3
5928,bernalillo,nm,1
5929,bloomfield,nm,3
5930,bosque-farms,nm,1
5931,capitan,nm,0
5932,carlsbad,nm,5
5933,chaparral,nm,3
5934,clayton,nm,1
5935,clovis,nm,6
5936,columbus,nm,1
5937,cuba,nm,1
5938,deming,nm,3
5939,dexter,nm,1
5940,dona-ana,nm,1
5941,espanola,nm,1
5942,estancia,nm,1
5943,eunice,nm,1
5944,farmington,nm,8
5945,flora-vista,nm,1
5946,gallup,nm,3
5947,hatch,nm,1
5948,hernandez,nm,1
5949,hobbs,nm,6
5950,jal,nm,1
5951,kirtland,nm,1
5952,la-plata,nm,1
5953,las-cruces,nm,7
5954,las-vegas,nm,1
5955,lordsburg,nm,1
5956,los-lunas,nm,2
5957,lovington,nm,1
5958,magdalena,nm,1
5959,mesquite,nm,1
5960,milan,nm,1
5961,moriarty,nm,1
5962,mountainair,nm,1
5963,pecos,nm,1
5964,portales,nm,1
5965,questa,nm,1
5966,raton,nm,1
5967,rio-rancho,nm,2
5968,roswell,nm,5
5969,ruidoso,nm,2
5970,san-ysidro,nm,1
5971,santa-clara,nm,1
5972,santa-fe,nm,2
5973,santa-rosa,nm,1
5974,silver-city,nm,1
5975,socorro,nm,1
5976,sunland-park,nm,1
5977,taos,nm,1
5978,texico,nm,1
5979,thoreau,nm,1
5980,truth-or-consequence,nm,2
5981,tucumcari,nm,1
5982,tularosa,nm,1
5983,vado,nm,1
5984,veguita,nm,1
5985,waterflow,nm,1
5986,adams,ny,1
5987,addison,ny,1
5988,afton,ny,1
5989,akron,ny,1
5990,albany,ny,2
5991,alden,ny,2
5992,alexandria-bay,ny,1
5993,alfred-station,ny,1
5994,allegany,ny,1
5995,altmar,ny,1
5996,amenia,ny,1
5997,amherst,ny,2
5998,amsterdam,ny,2
5999,andover,ny,1
6000,angelica,ny,1
6001,angola,ny,1
6002,apalachin,ny,1
6003,arcade,ny,1
6004,argyle,ny,1
6005,ashville,ny,1
6006,astoria,ny,1
6007,athens,ny,1
6008,attica,ny,1
6009,auburn,ny,1
6010,avoca,ny,1
6011,avon,ny,1
6012,ballston-spa,ny,2
6013,barker,ny,1
6014,batavia,ny,2
6015,bath,ny,3
6016,beaver-dams,ny,1
6017,belfast,ny,1
6018,belmont,ny,1
6019,bemus-point,ny,2
6020,berkshire,ny,1
6021,berlin,ny,1
6022,big-flats,ny,1
6023,binghamton,ny,4
6024,black-river,ny,1
6025,blasdell,ny,1
6026,bloomfield,ny,1
6027,bloomingburg,ny,1
6028,bloomingdale,ny,1
6029,bolivar,ny,1
6030,boonville,ny,1
6031,breesport,ny,1
6032,brewerton,ny,1
6033,bridgeport,ny,1
6034,bridgewater,ny,1
6035,broadalbin,ny,1
6036,brockport,ny,1
6037,brocton,ny,1
6038,bronx,ny,7
6039,brooklyn,ny,7
6040,buffalo,ny,16
6041,burnt-hills,ny,1
6042,cadyville,ny,1
6043,cairo,ny,1
6044,caledonia,ny,1
6045,cambridge,ny,1
6046,camden,ny,1
6047,campbell,ny,1
6048,canandaigua,ny,1
6049,canaseraga,ny,1
6050,canastota,ny,2
6051,candor,ny,2
6052,canisteo,ny,1
6053,canton,ny,1
6054,cape-vincent,ny,1
6055,caroga-lake,ny,1
6056,carthage,ny,2
6057,cassadaga,ny,1
6058,castile,ny,1
6059,cato,ny,1
6060,cattaraugus,ny,1
6061,cayuta,ny,1
6062,chaffee,ny,1
6063,champlain,ny,1
6064,chateaugay,ny,1
6065,chaumont,ny,1
6066,chazy,ny,1
6067,cheektowaga,ny,3
6068,chenango-forks,ny,1
6069,chestertown,ny,1
6070,chittenango,ny,2
6071,churchville,ny,1
6072,cincinnatus,ny,1
6073,clarence,ny,1
6074,clifton-springs,ny,1
6075,clinton,ny,1
6076,clyde,ny,1
6077,cobleskill,ny,1
6078,cohocton,ny,1
6079,colden,ny,1
6080,college-point,ny,1
6081,colton,ny,1
6082,conklin,ny,1
6083,constable,ny,1
6084,constantia,ny,1
6085,cooperstown,ny,1
6086,copenhagen,ny,1
6087,corfu,ny,1
6088,corinth,ny,1
6089,corning,ny,1
6090,cortland,ny,1
6091,croghan,ny,1
6092,cuba,ny,1
6093,cuddebackville,ny,1
6094,cuyler,ny,1
6095,dansville,ny,1
6096,darien,ny,1
6097,davenport-center,ny,1
6098,delevan,ny,1
6099,depew,ny,2
6100,deposit,ny,1
6101,derby,ny,1
6102,dexter,ny,1
6103,dickinson-center,ny,1
6104,dolgeville,ny,1
6105,dover-plains,ny,1
6106,downsville,ny,1
6107,dryden,ny,1
6108,duanesburg,ny,0
6109,dundee,ny,2
6110,dunkirk,ny,2
6111,earlville,ny,1
6112,east-aurora,ny,2
6113,east-berne,ny,1
6114,east-durham,ny,1
6115,east-rochester,ny,1
6116,east-syracuse,ny,2
6117,eden,ny,1
6118,edmeston,ny,1
6119,elbridge,ny,1
6120,eldred,ny,1
6121,ellenburg-center,ny,1
6122,ellenville,ny,1
6123,ellisburg,ny,0
6124,elmira,ny,6
6125,endicott,ny,3
6126,endwell,ny,1
6127,esopus,ny,1
6128,esperance,ny,1
6129,falconer,ny,1
6130,fallsburg,ny,1
6131,far-rockaway,ny,1
6132,farnham,ny,1
6133,fillmore,ny,1
6134,findley-lake,ny,1
6135,fonda,ny,1
6136,fort-ann,ny,1
6137,fort-covington,ny,1
6138,fort-edward,ny,1
6139,frankfort,ny,1
6140,franklinville,ny,1
6141,fredonia,ny,1
6142,freeville,ny,1
6143,frewsburg,ny,1
6144,friendship,ny,1
6145,fulton,ny,2
6146,galway,ny,1
6147,gansevoort,ny,1
6148,gasport,ny,1
6149,geddes,ny,1
6150,geneva,ny,1
6151,germantown,ny,1
6152,gerry,ny,1
6153,getzville,ny,1
6154,glendale,ny,1
6155,gloversville,ny,2
6156,gouverneur,ny,1
6157,gowanda,ny,1
6158,grand-gorge,ny,1
6159,grand-island,ny,2
6160,granville,ny,2
6161,great-valley,ny,1
6162,greece,ny,2
6163,greene,ny,1
6164,greenville,ny,1
6165,greenwich,ny,1
6166,groton,ny,1
6167,hadley,ny,1
6168,hamburg,ny,4
6169,hamilton,ny,1
6170,hamlin,ny,1
6171,hammond,ny,1
6172,hancock,ny,1
6173,hannibal,ny,1
6174,harrisville,ny,1
6175,hartford,ny,1
6176,hastings,ny,1
6177,hemlock,ny,1
6178,herkimer,ny,1
6179,heuvelton,ny,1
6180,highland,ny,1
6181,hinsdale,ny,1
6182,holland,ny,1
6183,holland-patent,ny,1
6184,holley,ny,1
6185,honeoye,ny,1
6186,hoosick-falls,ny,1
6187,hopkinton,ny,1
6188,hornell,ny,2
6189,horseheads,ny,2
6190,hudson,ny,1
6191,hudson-falls,ny,1
6192,hyde-park,ny,1
6193,ilion,ny,1
6194,interlaken,ny,1
6195,irondequoit,ny,1
6196,ithaca,ny,1
6197,jamaica,ny,1
6198,jamestown,ny,4
6199,jasper,ny,1
6200,jefferson,ny,1
6201,jeffersonville,ny,1
6202,johnson-city,ny,1
6203,johnstown,ny,1
6204,keeseville,ny,1
6205,kendall,ny,1
6206,kerhonkson,ny,1
6207,kingston,ny,2
6208,la-fayette,ny,1
6209,lackawanna,ny,1
6210,lake-george,ny,1
6211,lake-katrine,ny,1
6212,lakewood,ny,1
6213,lancaster,ny,1
6214,lansing,ny,2
6215,latham,ny,2
6216,laurens,ny,1
6217,le-roy,ny,1
6218,lewiston,ny,1
6219,liberty,ny,1
6220,lima,ny,1
6221,lindenhurst,ny,1
6222,little-falls,ny,1
6223,little-valley,ny,1
6224,liverpool,ny,3
6225,livingston-manor,ny,1
6226,livonia,ny,1
6227,locke,ny,1
6228,lockport,ny,6
6229,lodi,ny,1
6230,lowville,ny,1
6231,lyndonville,ny,1
6232,lyons,ny,1
6233,lyons-falls,ny,1
6234,madison,ny,1
6235,madrid,ny,1
6236,maine,ny,1
6237,malone,ny,1
6238,manchester,ny,1
6239,marathon,ny,1
6240,margaretville,ny,1
6241,marilla,ny,1
6242,marion,ny,1
6243,marlboro,ny,1
6244,masonville,ny,1
6245,massena,ny,2
6246,mattydale,ny,1
6247,mayfield,ny,1
6248,mayville,ny,1
6249,mechanicville,ny,1
6250,medina,ny,2
6251,mexico,ny,2
6252,middleburgh,ny,1
6253,middleport,ny,1
6254,middletown,ny,2
6255,milford,ny,1
6256,milton,ny,1
6257,minetto,ny,1
6258,modena,ny,1
6259,moira,ny,1
6260,monroe,ny,1
6261,montgomery,ny,1
6262,montour-falls,ny,1
6263,mooers,ny,1
6264,moravia,ny,1
6265,moriah,ny,1
6266,morris,ny,1
6267,morristown,ny,1
6268,morrisville,ny,1
6269,mount-morris,ny,1
6270,mount-upton,ny,1
6271,mount-vernon,ny,1
6272,munnsville,ny,1
6273,naples,ny,1
6274,nedrow,ny,1
6275,neversink,ny,1
6276,new-berlin,ny,1
6277,new-hartford,ny,1
6278,new-windsor,ny,1
6279,newark,ny,1
6280,newburgh,ny,2
6281,newfane,ny,1
6282,newport,ny,0
6283,niagara-falls,ny,5
6284,nichols,ny,1
6285,norfolk,ny,1
6286,north-amityville,ny,1
6287,north-collins,ny,1
6288,north-creek,ny,1
6289,north-rose,ny,1
6290,north-syracuse,ny,1
6291,north-tonawanda,ny,3
6292,norwich,ny,2
6293,norwood,ny,1
6294,nunda,ny,1
6295,oakfield,ny,1
6296,ogdensburg,ny,1
6297,olcott,ny,1
6298,olean,ny,2
6299,oneida,ny,1
6300,oneonta,ny,1
6301,ontario,ny,1
6302,orchard-park,ny,2
6303,oriskany,ny,1
6304,oswego,ny,1
6305,otego,ny,1
6306,otisville,ny,1
6307,ovid,ny,1
6308,owego,ny,1
6309,oxford,ny,1
6310,painted-post,ny,1
6311,palatine-bridge,ny,1
6312,palenville,ny,1
6313,palmyra,ny,1
6314,parish,ny,1
6315,pavilion,ny,1
6316,pawling,ny,1
6317,peekskill,ny,1
6318,penn-yan,ny,1
6319,perry,ny,1
6320,peru,ny,1
6321,philadelphia,ny,1
6322,pine-bush,ny,1
6323,pine-city,ny,1
6324,pine-valley,ny,1
6325,plattekill,ny,1
6326,plattsburgh,ny,4
6327,pleasant-valley,ny,1
6328,plymouth,ny,1
6329,pompey,ny,1
6330,port-byron,ny,1
6331,port-ewen,ny,1
6332,port-henry,ny,1
6333,port-jervis,ny,1
6334,portville,ny,1
6335,poughkeepsie,ny,3
6336,poughquag,ny,1
6337,prattsburg,ny,1
6338,pulaski,ny,1
6339,queens,ny,2
6340,queens-village,ny,1
6341,queensbury,ny,1
6342,randolph,ny,1
6343,ransomville,ny,1
6344,red-creek,ny,1
6345,remsen,ny,1
6346,retsof,ny,1
6347,richfield-springs,ny,1
6348,richmondville,ny,1
6349,ridgewood,ny,1
6350,ripley,ny,1
6351,rochester,ny,8
6352,rock-hill,ny,1
6353,rocky-point,ny,1
6354,rome,ny,3
6355,rosendale,ny,1
6356,rotterdam-junction,ny,1
6357,rouses-point,ny,1
6358,rushford,ny,1
6359,sackets-harbor,ny,1
6360,saint-johnsville,ny,1
6361,salem,ny,1
6362,sandy-creek,ny,1
6363,saranac-lake,ny,1
6364,saugerties,ny,1
6365,savona,ny,1
6366,schenectady,ny,3
6367,schroon-lake,ny,1
6368,schuylerville,ny,1
6369,scotia,ny,1
6370,scottsville,ny,1
6371,sharon-springs,ny,1
6372,sherburne,ny,1
6373,sherman,ny,1
6374,sherrill,ny,1
6375,shirley,ny,1
6376,shokan,ny,1
6377,sidney,ny,1
6378,silver-creek,ny,1
6379,sinclairville,ny,1
6380,smithville-flats,ny,1
6381,sodus,ny,1
6382,solvay,ny,1
6383,south-dayton,ny,1
6384,south-glens-falls,ny,1
6385,south-new-berlin,ny,1
6386,south-wales,ny,1
6387,spencer,ny,1
6388,spencerport,ny,1
6389,springwater,ny,1
6390,star-lake,ny,1
6391,staten-island,ny,2
6392,stephentown,ny,1
6393,strykersville,ny,1
6394,sylvan-beach,ny,1
6395,syracuse,ny,8
6396,taberg,ny,1
6397,tannersville,ny,1
6398,theresa,ny,1
6399,tonawanda,ny,4
6400,troy,ny,1
6401,trumansburg,ny,1
6402,tully,ny,1
6403,tupper-lake,ny,1
6404,union-springs,ny,1
6405,utica,ny,3
6406,valatie,ny,1
6407,varysburg,ny,1
6408,vernon,ny,1
6409,vestal,ny,1
6410,waddington,ny,1
6411,walden,ny,1
6412,walton,ny,1
6413,walworth,ny,1
6414,wappingers-falls,ny,2
6415,warrensburg,ny,1
6416,warsaw,ny,1
6417,waterloo,ny,1
6418,watertown,ny,3
6419,waterville,ny,1
6420,waverly,ny,1
6421,wayland,ny,1
6422,weedsport,ny,1
6423,wellsburg,ny,1
6424,wellsville,ny,2
6425,west-bloomfield,ny,1
6426,west-chazy,ny,1
6427,west-coxsackie,ny,1
6428,west-haverstraw,ny,1
6429,west-seneca,ny,3
6430,west-winfield,ny,1
6431,westfield,ny,1
6432,westmoreland,ny,1
6433,westtown,ny,1
6434,white-lake,ny,1
6435,white-sulphur-spring,ny,1
6436,whitehall,ny,1
6437,whitesboro,ny,1
6438,whitesville,ny,1
6439,whitney-point,ny,1
6440,williamson,ny,1
6441,willsboro,ny,0
6442,wilson,ny,1
6443,windsor,ny,2
6444,winthrop,ny,1
6445,wolcott,ny,1
6446,worcester,ny,1
6447,wurtsboro,ny,1
6448,aberdeen,nc,3
6449,advance,nc,1
6450,ahoskie,nc,1
6451,albemarle,nc,4
6452,albertson,nc,1
6453,alliance,nc,1
6454,andrews,nc,1
6455,angier,nc,1
6456,arapahoe,nc,1
6457,archdale,nc,2
6458,arden,nc,1
6459,asheboro,nc,7
6460,asheville,nc,5
6461,atlantic-beach,nc,1
6462,aurora,nc,1
6463,ayden,nc,1
6464,badin,nc,1
6465,bailey,nc,1
6466,bakersville,nc,2
6467,banner-elk,nc,1
6468,barco,nc,1
6469,bayboro,nc,1
6470,beaufort,nc,3
6471,belews-creek,nc,1
6472,belhaven,nc,1
6473,bennett,nc,1
6474,benson,nc,3
6475,bessemer-city,nc,2
6476,bethel,nc,1
6477,bethlehem,nc,1
6478,beulaville,nc,1
6479,biscoe,nc,1
6480,black-mountain,nc,2
6481,bladenboro,nc,1
6482,blounts-creek,nc,1
6483,bolivia,nc,3
6484,bolton,nc,0
6485,boomer,nc,1
6486,boone,nc,3
6487,boonville,nc,1
6488,bostic,nc,2
6489,brevard,nc,4
6490,bridgeton,nc,1
6491,broadway,nc,1
6492,browns-summit,nc,1
6493,bryson-city,nc,3
6494,bunn,nc,1
6495,bunnlevel,nc,1
6496,burgaw,nc,1
6497,burlington,nc,10
6498,burnsville,nc,2
6499,butner,nc,1
6500,buxton,nc,1
6501,calabash,nc,2
6502,calypso,nc,0
6503,camden,nc,1
6504,cameron,nc,1
6505,candler,nc,3
6506,candor,nc,1
6507,canton,nc,2
6508,carolina-beach,nc,1
6509,carrboro,nc,1
6510,carthage,nc,1
6511,cary,nc,2
6512,casar,nc,1
6513,cashiers,nc,1
6514,castalia,nc,1
6515,castle-hayne,nc,1
6516,catawba,nc,2
6517,cerro-gordo,nc,1
6518,chadbourn,nc,1
6519,charlotte,nc,16
6520,cherryville,nc,2
6521,china-grove,nc,2
6522,chocowinity,nc,1
6523,claremont,nc,3
6524,clarkton,nc,1
6525,clayton,nc,1
6526,clemmons,nc,2
6527,cleveland,nc,1
6528,cliffside,nc,1
6529,climax,nc,1
6530,clinton,nc,4
6531,clyde,nc,1
6532,coats,nc,1
6533,colfax,nc,1
6534,columbia,nc,1
6535,columbus,nc,1
6536,concord,nc,4
6537,connelly-springs,nc,3
6538,conover,nc,4
6539,conway,nc,1
6540,cooleemee,nc,1
6541,corapeake,nc,1
6542,cove-city,nc,1
6543,cramerton,nc,1
6544,creedmoor,nc,2
6545,creswell,nc,1
6546,crouse,nc,1
6547,crumpler,nc,0
6548,currie,nc,1
6549,currituck,nc,1
6550,dallas,nc,2
6551,deep-gap,nc,1
6552,delco,nc,1
6553,denton,nc,1
6554,denver,nc,1
6555,dobson,nc,3
6556,dublin,nc,1
6557,dudley,nc,1
6558,dunn,nc,2
6559,durham,nc,8
6560,east-bend,nc,2
6561,eden,nc,7
6562,edenton,nc,4
6563,elizabeth-city,nc,5
6564,elizabethtown,nc,3
6565,elk-park,nc,1
6566,elkin,nc,1
6567,ellenboro,nc,2
6568,ellerbe,nc,1
6569,elm-city,nc,2
6570,elon,nc,2
6571,emerald-isle,nc,1
6572,enfield,nc,2
6573,engelhard,nc,1
6574,ennice,nc,1
6575,erwin,nc,1
6576,etowah,nc,1
6577,eureka,nc,1
6578,evergreen,nc,1
6579,fair-bluff,nc,1
6580,fairmont,nc,1
6581,fairview,nc,2
6582,faison,nc,1
6583,fallston,nc,1
6584,farmville,nc,1
6585,fayetteville,nc,20
6586,fletcher,nc,3
6587,forest-city,nc,5
6588,fountain,nc,1
6589,four-oaks,nc,3
6590,franklin,nc,6
6591,franklinton,nc,3
6592,fremont,nc,1
6593,fuquay-varina,nc,3
6594,garner,nc,2
6595,garysburg,nc,1
6596,gaston,nc,2
6597,gastonia,nc,11
6598,gates,nc,1
6599,gatesville,nc,1
6600,germanton,nc,1
6601,gibson,nc,1
6602,gibsonville,nc,3
6603,glen-alpine,nc,1
6604,glendale-springs,nc,1
6605,godwin,nc,1
6606,gold-hill,nc,1
6607,goldsboro,nc,11
6608,goldston,nc,1
6609,graham,nc,6
6610,grandy,nc,1
6611,granite-falls,nc,2
6612,grantsboro,nc,1
6613,green-level,nc,1
6614,greensboro,nc,15
6615,greenville,nc,12
6616,grifton,nc,1
6617,grimesland,nc,1
6618,grover,nc,2
6619,halifax,nc,1
6620,hallsboro,nc,1
6621,hamlet,nc,2
6622,hampstead,nc,1
6623,hamptonville,nc,1
6624,harkers-island,nc,1
6625,harmony,nc,2
6626,havelock,nc,3
6627,hayesville,nc,3
6628,hays,nc,1
6629,henderson,nc,6
6630,hendersonville,nc,5
6631,hertford,nc,3
6632,hickory,nc,12
6633,hiddenite,nc,1
6634,high-point,nc,5
6635,highlands,nc,1
6636,hildebran,nc,1
6637,hillsborough,nc,2
6638,holden-beach,nc,1
6639,hollister,nc,1
6640,holly-ridge,nc,2
6641,hope-mills,nc,3
6642,hot-springs,nc,1
6643,hubert,nc,2
6644,hudson,nc,1
6645,huntersville,nc,1
6646,iron-station,nc,1
6647,jacksonville,nc,5
6648,jamestown,nc,1
6649,jamesville,nc,1
6650,jefferson,nc,1
6651,jonesville,nc,2
